       X(m)            Y(m)              Y(m)         
   -1132915.4808    6092528.9489    1504633.5397
   -1132915.4851    6092528.9511    1504633.5457
   -1132915.4831    6092528.9645    1504633.5465
   -1132915.4772    6092528.9625    1504633.5359
   -1132915.4646    6092528.9519    1504633.5335
   -1132915.4640    6092528.9620    1504633.5432
   -1132915.4670    6092528.9715    1504633.5490
   -1132915.4757    6092528.9823    1504633.5567
   -1132915.4691    6092528.9837    1504633.5630
   -1132915.4710    6092528.9822    1504633.5652
   -1132915.4700    6092528.9722    1504633.5696
   -1132915.4701    6092528.9888    1504633.5781
   -1132915.4696    6092528.9713    1504633.5797
   -1132915.4678    6092528.9841    1504633.5836
   -1132915.4781    6092529.0094    1504633.5850
   -1132915.4687    6092528.9947    1504633.5848
   -1132915.4603    6092529.0001    1504633.5922
   -1132915.4462    6092528.9957    1504633.5943
   -1132915.4468    6092528.9998    1504633.5923
   -1132915.4471    6092529.0118    1504633.5905
   -1132915.4471    6092529.0200    1504633.5885
   -1132915.4409    6092529.0148    1504633.5922
   -1132915.4386    6092529.0273    1504633.5959
   -1132915.4359    6092529.0293    1504633.5889
   -1132915.4225    6092529.0170    1504633.5859
   -1132915.4240    6092529.0328    1504633.5824
   -1132915.2789    6092528.7381    1504633.6690
   -1132915.2112    6092528.6029    1504633.7131
   -1132916.1702    6092530.5011    1504633.6127
   -1132915.7334    6092529.6312    1504633.6452
   -1132915.5563    6092529.2997    1504633.6617
   -1132915.6208    6092529.4264    1504633.6525
   -1132915.7298    6092529.6107    1504633.6428
   -1132915.6385    6092529.4386    1504633.6456
   -1132915.5905    6092529.3550    1504633.6579
   -1132915.5663    6092529.2982    1504633.6560
   -1132915.6981    6092529.5355    1504633.6400
   -1132915.6885    6092529.5293    1504633.6462
   -1132915.7280    6092529.5845    1504633.6458
   -1132915.7767    6092529.6697    1504633.6357
   -1132915.7878    6092529.6766    1504633.6319
   -1132915.7859    6092529.6662    1504633.6235
   -1132915.9399    6092529.9545    1504633.5989
   -1132915.8106    6092529.7194    1504633.6119
   -1132915.7475    6092529.6102    1504633.6223
   -1132915.5003    6092529.1746    1504633.6500
   -1132915.8540    6092529.7906    1504633.6127
   -1132915.9201    6092529.8935    1504633.5964
   -1132916.0088    6092530.0459    1504633.5831
   -1132916.2031    6092530.3674    1504633.5561
   -1132916.1982    6092530.3408    1504633.5599
   -1132916.2793    6092530.4737    1504633.5465
   -1132916.0128    6092530.5007    1504633.6136
   -1132915.9676    6092530.4134    1504633.6212
   -1132915.9487    6092530.3749    1504633.6228
   -1132915.9511    6092530.3734    1504633.6182
   -1132915.9372    6092530.3506    1504633.6240
   -1132915.9579    6092530.3848    1504633.6200
   -1132915.8408    6092530.1844    1504633.6369
   -1132915.8303    6092530.1636    1504633.6321
   -1132915.8069    6092530.1088    1504633.6327
   -1132915.8078    6092530.1184    1504633.6266
   -1132915.8456    6092530.1648    1504633.6231
   -1132915.7770    6092530.0655    1504633.6302
   -1132915.7908    6092530.0628    1504633.6283
   -1132915.7535    6092530.0194    1504633.6293
   -1132915.7421    6092530.0033    1504633.6316
   -1132915.7388    6092529.9754    1504633.6309
   -1132915.7052    6092529.9400    1504633.6419
   -1132915.7173    6092529.9571    1504633.6381
   -1132915.7284    6092529.9871    1504633.6373
   -1132915.7257    6092529.9739    1504633.6410
   -1132915.6914    6092529.9353    1504633.6457
   -1132915.6982    6092529.9474    1504633.6507
   -1132915.6991    6092529.9533    1504633.6498
   -1132915.6987    6092529.9460    1504633.6480
   -1132915.7222    6092529.9665    1504633.6407
   -1132915.7226    6092529.9734    1504633.6419
   -1132915.7570    6092530.0265    1504633.6363
   -1132915.7722    6092530.0444    1504633.6312
   -1132915.7642    6092530.0304    1504633.6396
   -1132915.7706    6092530.0416    1504633.6415
   -1132915.7647    6092530.0219    1504633.6349
   -1132915.7452    6092529.9985    1504633.6377
   -1132915.7478    6092529.9834    1504633.6377
   -1132915.7429    6092529.9842    1504633.6381
   -1132915.7331    6092529.9714    1504633.6366
   -1132915.7196    6092529.9427    1504633.6320
   -1132915.7252    6092529.9270    1504633.6270
   -1132915.7247    6092529.9349    1504633.6270
   -1132915.7265    6092529.9191    1504633.6253
   -1132915.7128    6092529.8933    1504633.6182
   -1132915.7000    6092529.8801    1504633.6140
   -1132915.6860    6092529.8543    1504633.6122
   -1132915.6785    6092529.8464    1504633.6121
   -1132915.6617    6092529.8179    1504633.6068
   -1132915.6573    6092529.8392    1504633.6172
   -1132915.6580    6092529.8337    1504633.6029
   -1132915.6492    6092529.8273    1504633.6027
   -1132915.6389    6092529.8166    1504633.6063
   -1132915.6298    6092529.7888    1504633.6055
   -1132915.6242    6092529.7719    1504633.6017
   -1132914.7777    6092528.4928    1504633.7070
   -1132914.9079    6092528.6456    1504633.6766
   -1132915.0488    6092528.8585    1504633.6560
   -1132915.2208    6092529.1034    1504633.6326
   -1132915.3305    6092529.2680    1504633.6218
   -1132915.2751    6092529.1856    1504633.6291
   -1132915.3534    6092529.3136    1504633.6164
   -1132915.3246    6092529.2518    1504633.6158
   -1132915.3214    6092529.2445    1504633.6168
   -1132915.3097    6092529.2038    1504633.6151
   -1132915.3064    6092529.1888    1504633.6022
   -1132915.2916    6092529.1558    1504633.5980
   -1132915.3070    6092529.1638    1504633.5948
   -1132915.3352    6092529.1788    1504633.5765
   -1132915.3882    6092529.2317    1504633.5568
   -1132915.4055    6092529.2318    1504633.5413
   -1132915.4194    6092529.2350    1504633.5274
   -1132915.4266    6092529.2248    1504633.5209
   -1132915.4306    6092529.2142    1504633.5003
   -1132915.4428    6092529.2176    1504633.4821
   -1132915.4601    6092529.2273    1504633.4716
   -1132915.4413    6092529.1638    1504633.4571
   -1132915.4589    6092529.1521    1504633.4303
   -1132915.4553    6092529.1359    1504633.4222
   -1132915.4734    6092529.1285    1504633.3968
   -1132915.4682    6092529.0895    1504633.3673
   -1132915.4883    6092529.0711    1504633.3402
   -1132915.4952    6092529.0474    1504633.3172
   -1132915.4975    6092528.9829    1504633.2832
   -1132915.4835    6092528.9368    1504633.2668
   -1132915.4767    6092528.8921    1504633.2305
   -1132915.4755    6092528.8081    1504633.2002
   -1132915.4701    6092528.7450    1504633.1738
   -1132915.4832    6092528.6964    1504633.1226
   -1132915.4269    6092529.6006    1504633.7293
   -1132915.4339    6092529.5791    1504633.7286
   -1132915.4175    6092529.5522    1504633.7222
   -1132915.4182    6092529.5557    1504633.7168
   -1132915.4188    6092529.5687    1504633.7157
   -1132915.4034    6092529.5354    1504633.7211
   -1132915.3999    6092529.5393    1504633.7234
   -1132915.3980    6092529.5217    1504633.7187
   -1132915.3973    6092529.5371    1504633.7184
   -1132915.3959    6092529.5332    1504633.7265
   -1132915.3837    6092529.5243    1504633.7261
   -1132915.3780    6092529.5217    1504633.7350
   -1132915.3749    6092529.5147    1504633.7351
   -1132915.3690    6092529.5137    1504633.7335
   -1132915.3783    6092529.5300    1504633.7383
   -1132915.3848    6092529.5237    1504633.7342
   -1132915.3819    6092529.5265    1504633.7440
   -1132915.3808    6092529.4824    1504633.7385
   -1132915.3754    6092529.4832    1504633.7392
   -1132915.3799    6092529.4648    1504633.7346
   -1132915.0602    6092529.2086    1504633.7757
   -1132915.0581    6092529.1958    1504633.7739
   -1132915.0567    6092529.1833    1504633.7691
   -1132915.0630    6092529.1734    1504633.7711
   -1132915.0436    6092529.1470    1504633.7684
   -1132915.0452    6092529.1350    1504633.7669
   -1132915.0297    6092529.1030    1504633.7789
   -1132915.0316    6092529.1002    1504633.7769
   -1132915.0195    6092529.0797    1504633.7754
   -1132915.0201    6092529.0590    1504633.7808
   -1132915.0256    6092529.0198    1504633.7746
   -1132915.0179    6092528.9962    1504633.7719
   -1132915.0098    6092528.9748    1504633.7817
   -1132915.0182    6092528.9626    1504633.7719
   -1132915.0122    6092528.9269    1504633.7718
   -1132915.0216    6092528.8953    1504633.7645
   -1132914.8704    6092528.7534    1504633.4904
   -1132914.8811    6092528.6857    1504633.4448
   -1132914.9040    6092528.6564    1504633.4059
   -1132914.9109    6092528.6132    1504633.3933
   -1132914.9247    6092528.5993    1504633.3695
   -1132914.9370    6092528.5250    1504633.3506
   -1132914.9499    6092528.4777    1504633.3420
   -1132914.9482    6092528.4124    1504633.3406
   -1132914.9478    6092528.3328    1504633.3353
   -1132914.9588    6092528.2167    1504633.3164
   -1132914.9618    6092528.1596    1504633.3186
   -1132914.9685    6092528.0481    1504633.3119
   -1132914.9737    6092527.9489    1504633.3035
   -1132914.9237    6092528.4481    1504633.3554
   -1132914.9306    6092528.4473    1504633.3398
   -1132914.9277    6092528.4434    1504633.3322
   -1132914.9261    6092528.4556    1504633.3317
   -1132914.9309    6092528.4624    1504633.3253
   -1132914.9305    6092528.4529    1504633.3219
   -1132914.9342    6092528.4692    1504633.3218
   -1132914.9310    6092528.4506    1504633.3207
   -1132914.9267    6092528.4339    1504633.3234
   -1132914.9215    6092528.4386    1504633.3222
   -1132914.9153    6092528.4164    1504633.3196
   -1132914.9235    6092528.4413    1504633.3172
   -1132914.9167    6092528.4213    1504633.3185
   -1132914.9150    6092528.4016    1504633.3214
   -1132914.9239    6092528.4122    1504633.3167
   -1132914.9168    6092528.3972    1504633.3170
   -1132914.9192    6092528.3997    1504633.3118
   -1132914.9193    6092528.4039    1504633.3022
   -1132914.9182    6092528.3893    1504633.2962
   -1132914.9223    6092528.3958    1504633.3043
   -1132915.6712    6092529.1675    1504633.2526
   -1132915.2442    6092528.7344    1504633.2814
   -1132915.2723    6092528.7414    1504633.2779
   -1132915.2227    6092528.6982    1504633.2773
   -1132915.1756    6092528.6515    1504633.2826
   -1132915.2852    6092528.7440    1504633.2694
   -1132915.2636    6092528.7268    1504633.2703
   -1132915.2056    6092528.6367    1504633.2669
   -1132915.2146    6092528.6493    1504633.2614
   -1132915.2229    6092528.6475    1504633.2618
   -1132915.1451    6092528.5360    1504633.2616
   -1132915.1491    6092528.5363    1504633.2560
   -1132915.1450    6092528.5325    1504633.2640
   -1132915.1347    6092528.2987    1504633.1073
   -1132915.1689    6092528.3796    1504633.1495
   -1132915.1833    6092528.4180    1504633.1545
   -1132915.1701    6092528.4178    1504633.1701
   -1132915.1590    6092528.3837    1504633.1399
   -1132915.1559    6092528.3269    1504633.1034
   -1132915.1563    6092528.3303    1504633.0971
   -1132915.1528    6092528.2908    1504633.0847
   -1132915.1353    6092528.2666    1504633.0817
   -1132915.1409    6092528.3123    1504633.1136
   -1132915.1586    6092528.3448    1504633.1231
   -1132915.1774    6092528.3912    1504633.1321
   -1132915.1910    6092528.3774    1504633.1208
   -1132915.2166    6092528.4513    1504633.1568
   -1132915.2088    6092528.4390    1504633.1696
   -1132915.2241    6092528.4756    1504633.1861
   -1132915.2183    6092528.4865    1504633.1951
   -1132915.2279    6092528.4653    1504633.1820
   -1132915.2459    6092528.4625    1504633.1642
   -1132915.2303    6092528.4768    1504633.1827
   -1132915.2398    6092528.4537    1504633.1718
   -1132915.2327    6092528.4629    1504633.1769
   -1132915.2513    6092528.4806    1504633.1716
   -1132915.2639    6092528.4882    1504633.1697
   -1132915.2673    6092528.4868    1504633.1646
   -1132915.2755    6092528.6017    1504633.1886
   -1132915.2708    6092528.5008    1504633.1667
   -1132915.2658    6092528.4746    1504633.1615
   -1132915.2667    6092528.4547    1504633.1619
   -1132915.2775    6092528.4507    1504633.1624
   -1132915.2736    6092528.4512    1504633.1601
   -1132915.2691    6092528.4363    1504633.1583
   -1132915.2621    6092528.4246    1504633.1614
   -1132915.2482    6092528.4909    1504633.1766
   -1132915.2598    6092528.5043    1504633.1813
   -1132915.2561    6092528.4890    1504633.1872
   -1132915.2615    6092528.4866    1504633.1876
   -1132915.2724    6092528.4703    1504633.1819
   -1132915.2829    6092528.4876    1504633.1810
   -1132915.2918    6092528.5002    1504633.1747
   -1132915.2754    6092528.4853    1504633.1691
   -1132915.2860    6092528.4943    1504633.1689
   -1132915.2961    6092528.4900    1504633.1672
   -1132915.3045    6092528.4962    1504633.1614
   -1132915.3090    6092528.4959    1504633.1567
   -1132915.3076    6092528.4875    1504633.1557
   -1132915.3100    6092528.4923    1504633.1470
   -1132915.3021    6092528.4856    1504633.1478
   -1132915.3096    6092528.4763    1504633.1384
   -1132915.3150    6092528.4740    1504633.1410
   -1132915.3109    6092528.4735    1504633.1438
   -1132915.3034    6092528.4568    1504633.1367
   -1132915.2932    6092528.4472    1504633.1327
   -1132915.2986    6092528.4391    1504633.1266
   -1132915.3093    6092528.4569    1504633.1266
   -1132915.3043    6092528.4485    1504633.1256
   -1132915.2976    6092528.4435    1504633.1214
   -1132915.3114    6092528.4440    1504633.1236
   -1132915.3073    6092528.4291    1504633.1252
   -1132915.3114    6092528.4415    1504633.1305
   -1132915.3040    6092528.4147    1504633.1312
   -1132915.2864    6092528.3942    1504633.1309
   -1132915.2830    6092528.3918    1504633.1337
   -1132915.2816    6092528.4002    1504633.1190
   -1132915.2934    6092528.4134    1504633.1239
   -1132915.2883    6092528.4134    1504633.1209
   -1132915.2937    6092528.4301    1504633.1226
   -1132915.2941    6092528.4254    1504633.1198
   -1132915.2876    6092528.4157    1504633.1227
   -1132915.2802    6092528.4047    1504633.1142
   -1132915.2798    6092528.3891    1504633.1151
   -1132915.2865    6092528.4002    1504633.1134
   -1132915.2992    6092528.4185    1504633.1066
   -1132915.3073    6092528.3932    1504633.0970
   -1132915.3007    6092528.9870    1504633.2153
   -1132915.3067    6092529.0076    1504633.2080
   -1132914.8067    6092528.5352    1504633.2406
   -1132914.8008    6092528.5354    1504633.2419
   -1132914.8078    6092528.5408    1504633.2348
   -1132914.8188    6092528.5449    1504633.2299
   -1132914.8157    6092528.5475    1504633.2273
   -1132914.8163    6092528.5326    1504633.2270
   -1132914.8184    6092528.5289    1504633.2193
   -1132914.8198    6092528.5424    1504633.2218
   -1132914.8296    6092528.5432    1504633.2095
   -1132914.8294    6092528.5254    1504633.2015
   -1132914.8325    6092528.5382    1504633.1997
   -1132914.8355    6092528.5421    1504633.1941
   -1132914.8441    6092528.5493    1504633.1926
   -1132914.8518    6092528.5555    1504633.1954
   -1132914.8594    6092528.5552    1504633.1865
   -1132914.8530    6092528.5540    1504633.1811
   -1132914.8615    6092528.5660    1504633.1756
   -1132914.8632    6092528.5825    1504633.1857
   -1132914.8713    6092528.5813    1504633.1832
   -1132914.8789    6092528.5892    1504633.1827
   -1132914.8750    6092528.5661    1504633.1691
   -1132914.8780    6092528.5843    1504633.1713
   -1132914.8798    6092528.5805    1504633.1653
   -1132914.8913    6092528.5770    1504633.1627
   -1132914.8820    6092528.5716    1504633.1606
   -1132914.8928    6092528.5794    1504633.1556
   -1132914.8954    6092528.5669    1504633.1513
   -1132914.8461    6092528.4483    1504633.0932
   -1132914.8450    6092528.4507    1504633.0934
   -1132914.8536    6092528.4587    1504633.0852
   -1132914.8464    6092528.4534    1504633.0811
   -1132914.8499    6092528.4358    1504633.0757
   -1132914.8462    6092528.4533    1504633.0795
   -1132914.8441    6092528.4684    1504633.0788
   -1132914.8377    6092528.4419    1504633.0712
   -1132914.8368    6092528.4441    1504633.0757
   -1132915.5840    6092529.2400    1504633.1403
   -1132914.3654    6092527.9275    1504633.0190
   -1132914.6489    6092528.2403    1504633.0409
   -1132914.8744    6092528.4783    1504633.0594
   -1132915.1001    6092529.1654    1504633.4834
   -1132915.0987    6092528.8356    1504633.1968
   -1132915.1345    6092528.6946    1504633.0340
   -1132914.9897    6092528.7292    1504633.1917
   -1132914.9982    6092528.7637    1504633.1977
   -1132915.0441    6092528.8678    1504633.2434
   -1132915.1662    6092529.0940    1504633.3419
   -1132915.2863    6092529.3402    1504633.4515
   -1132915.2249    6092529.1851    1504633.3840
   -1132915.1676    6092529.0913    1504633.3323
   -1132915.2109    6092529.1815    1504633.3785
   -1132915.1741    6092529.1008    1504633.3419
   -1132915.2385    6092529.2049    1504633.3889
   -1132915.2300    6092529.2083    1504633.3820
   -1132915.2465    6092529.2310    1504633.3823
   -1132914.8199    6092528.4050    1504633.0108
   -1132914.8340    6092528.4127    1504633.0038
   -1132914.8279    6092528.4016    1504632.9990
   -1132914.8235    6092528.4119    1504632.9935
   -1132914.8166    6092528.4162    1504632.9862
   -1132914.8223    6092528.4240    1504632.9882
   -1132914.8332    6092528.3937    1504632.9823
   -1132914.8208    6092528.3923    1504632.9714
   -1132914.8195    6092528.4005    1504632.9682
   -1132914.8254    6092528.3958    1504632.9631
   -1132914.8217    6092528.4004    1504632.9595
   -1132914.8034    6092528.3636    1504632.9422
   -1132914.8066    6092528.3636    1504632.9445
   -1132914.8108    6092528.3714    1504632.9412
   -1132914.8117    6092528.3767    1504632.9434
   -1132914.8022    6092528.3712    1504632.9361
   -1132914.7974    6092528.3714    1504632.9364
   -1132914.8003    6092528.3784    1504632.9308
   -1132914.7968    6092528.3627    1504632.9172
   -1132914.8036    6092528.3766    1504632.9228
   -1132914.8010    6092528.3723    1504632.9210
   -1132914.8032    6092528.3665    1504632.9212
   -1132914.7952    6092528.3616    1504632.9138
   -1132914.7962    6092528.3719    1504632.9096
   -1132914.8061    6092528.3701    1504632.9048
   -1132914.8584    6092528.4502    1504632.9190
   -1132915.0317    6092528.6120    1504632.9234
   -1132914.6789    6092528.1826    1504632.8031
   -1132914.8896    6092528.5518    1504632.9734
   -1132914.8828    6092528.5263    1504632.9688
   -1132914.8186    6092528.4161    1504632.9168
   -1132914.8941    6092528.5425    1504632.9688
   -1132914.9142    6092528.5909    1504632.9883
   -1132914.9409    6092528.6290    1504633.0001
   -1132914.9196    6092528.5952    1504632.9787
   -1132914.8684    6092528.5015    1504632.9366
   -1132914.8894    6092528.5524    1504632.9616
   -1132914.8739    6092528.5100    1504632.9480
   -1132914.8839    6092528.5387    1504632.9478
   -1132914.9017    6092528.5890    1504632.9709
   -1132914.9382    6092528.6326    1504632.9878
   -1132914.9475    6092528.6673    1504632.9988
   -1132914.9352    6092528.6580    1504632.9857
   -1132914.9487    6092528.6647    1504632.9741
   -1132914.9076    6092528.5816    1504632.9421
   -1132914.8557    6092528.5044    1504632.9035
   -1132914.8642    6092528.5085    1504632.9042
   -1132914.8530    6092528.4915    1504632.8957
   -1132914.8401    6092528.4959    1504632.8957
   -1132914.8561    6092528.5000    1504632.9027
   -1132914.8656    6092528.5231    1504632.9006
   -1132914.8602    6092528.5326    1504632.9147
   -1132914.9603    6092528.6060    1504632.8938
   -1132916.1049    6092529.5584    1504632.9246
   -1132915.8059    6092529.3476    1504632.9451
   -1132915.4795    6092529.0344    1504632.8962
   -1132915.5367    6092529.0933    1504632.8991
   -1132915.2050    6092528.5368    1504632.6136
   -1132915.3422    6092528.8271    1504632.7666
   -1132915.4116    6092528.8811    1504632.7706
   -1132915.4381    6092528.8993    1504632.7862
   -1132915.7246    6092529.1960    1504632.8928
   -1132915.5725    6092529.0350    1504632.8412
   -1132915.5765    6092529.0230    1504633.1736
   -1132915.5252    6092528.9355    1504633.1469
   -1132915.4606    6092528.8235    1504633.0597
   -1132915.4357    6092528.7845    1504633.0488
   -1132915.4856    6092528.8152    1504633.0362
   -1132915.4432    6092528.7983    1504633.0636
   -1132915.3817    6092528.7299    1504633.0423
   -1132915.3449    6092528.7452    1504633.0806
   -1132915.3408    6092528.7147    1504633.0578
   -1132915.3518    6092528.7459    1504633.0922
   -1132915.3568    6092528.7570    1504633.0874
   -1132915.2589    6092528.6743    1504633.0451
   -1132915.2723    6092528.7066    1504633.0524
   -1132915.2159    6092528.6756    1504633.0487
   -1132915.1679    6092528.6379    1504633.0465
   -1132915.2221    6092528.7089    1504633.0681
   -1132915.2707    6092528.7398    1504633.0759
   -1132915.2386    6092528.6887    1504633.0586
   -1132915.1570    6092528.6263    1504633.0326
   -1132915.1366    6092528.6093    1504633.0309
   -1132915.1181    6092528.5787    1504633.0094
   -1132915.1519    6092528.6210    1504633.0043
   -1132915.1227    6092528.5977    1504633.0144
   -1132915.1175    6092528.6130    1504633.0248
   -1132915.1085    6092528.6091    1504633.0337
   -1132914.7704    6092528.2062    1504633.1414
   -1132914.4633    6092528.0941    1504632.9845
   -1132914.4939    6092528.1069    1504633.0087
   -1132912.5457    6092526.1579    1504633.2321
   -1132914.2801    6092527.8960    1504633.0062
   -1132915.3821    6092528.9865    1504632.8765
   -1132913.4893    6092527.0766    1504632.9238
   -1132913.8028    6092527.4362    1504632.9428
   -1132913.8701    6092527.4829    1504632.9391
   -1132913.9069    6092527.5112    1504632.9545
   -1132913.8282    6092527.4238    1504632.9565
   -1132914.8877    6092528.2459    1504633.5091
   -1132914.4384    6092527.9821    1504633.0264
   -1132914.4776    6092528.0033    1504633.0379
   -1132914.4384    6092527.9779    1504633.0097
   -1132914.4446    6092527.9631    1504632.9934
   -1132914.2919    6092527.8372    1504632.9325
   -1132914.3479    6092527.8434    1504632.9257
   -1132914.6242    6092528.0678    1504633.0189
   -1132914.7377    6092528.1396    1504633.0989
   -1132914.7437    6092528.1470    1504633.0402
   -1132914.6457    6092528.0266    1504633.0481
   -1132914.6762    6092528.0338    1504633.0543
   -1132914.7741    6092528.1164    1504633.0695
   -1132914.8248    6092528.1198    1504633.0719
   -1132914.9011    6092528.1459    1504633.0888
   -1132914.9348    6092528.1330    1504633.0984
   -1132915.4604    6092528.8365    1504633.7350
   -1132915.0875    6092528.4265    1504633.4263
   -1132914.7480    6092528.0567    1504633.0991
   -1132914.6284    6092527.8721    1504632.9938
   -1132914.6565    6092527.8162    1504632.9855
   -1132914.6637    6092527.7234    1504632.9238
   -1132914.7615    6092528.3226    1504632.9878
   -1132914.7236    6092528.2802    1504632.9502
   -1132914.8490    6092528.3569    1504633.0099
   -1132914.7975    6092527.5924    1504632.6169
   -1132914.9466    6092528.6789    1504633.2756
   -1132914.9912    6092528.5239    1504633.2290
   -1132915.1244    6092528.6568    1504633.3421
   -1132915.1456    6092528.6275    1504633.3395
   -1132915.1823    6092528.6002    1504633.3322
   -1132915.1749    6092528.6125    1504633.3296
   -1132914.7756    6092529.8143    1504633.5203
   -1132914.7425    6092530.0093    1504633.5813
   -1132915.1105    6092528.2807    1504633.1042
   -1132915.2514    6092527.8338    1504632.9581
   -1132915.2034    6092527.8689    1504632.9451
   -1132915.0553    6092528.3720    1504633.0743
   -1132915.0064    6092528.5735    1504633.1298
   -1132915.0042    6092528.6049    1504633.1585
   -1132914.9217    6092528.7023    1504633.2044
   -1132914.9298    6092528.6675    1504633.2233
   -1132914.9236    6092528.7614    1504633.2519
   -1132914.9276    6092528.6920    1504633.2182
   -1132914.9700    6092528.5451    1504633.1808
   -1132914.9538    6092528.5078    1504633.1778
   -1132914.9649    6092528.5789    1504633.2132
   -1132915.0124    6092528.4850    1504633.1949
   -1132915.0271    6092528.5279    1504633.2087
   -1132915.0531    6092528.4939    1504633.1919
   -1132915.0493    6092528.5700    1504633.2203
   -1132914.9271    6092528.3297    1504633.0793
   -1132914.7781    6092528.2402    1504632.9659
   -1132914.6576    6092528.1672    1504632.8969
   -1132914.5867    6092528.1336    1504632.8539
   -1132914.5832    6092528.1190    1504632.8572
   -1132914.6300    6092528.1863    1504632.9113
   -1132914.6504    6092528.2686    1504632.9486
   -1132914.6190    6092528.2910    1504632.9400
   -1132914.6547    6092528.2936    1504632.9633
   -1132914.6832    6092528.3833    1504632.9937
   -1132914.6851    6092528.3645    1504632.9645
   -1132914.6736    6092528.4133    1504632.9908
   -1132914.6420    6092528.4264    1504632.9653
   -1132914.6540    6092528.4420    1504632.9879
   -1132914.6201    6092528.4239    1504632.9837
   -1132914.6158    6092528.4440    1504632.9931
   -1132914.5951    6092528.4705    1504633.0064
   -1132914.6086    6092528.5173    1504633.0411
   -1132914.6012    6092528.5464    1504633.0425
   -1132914.6182    6092528.5821    1504633.0654
   -1132914.5812    6092528.6480    1504633.0965
   -1132914.5590    6092528.6241    1504633.0997
   -1132914.5633    6092528.5483    1504633.0875
   -1132914.5508    6092528.5684    1504633.0901
   -1132914.5785    6092528.5966    1504633.0982
   -1132914.5928    6092528.6957    1504633.1300
   -1132914.5918    6092528.7014    1504633.1294
   -1132914.5871    6092528.6834    1504633.1255
   -1132914.5746    6092528.7009    1504633.1271
   -1132914.6198    6092528.1989    1504632.9534
   -1132914.6189    6092528.2628    1504632.9700
   -1132914.6051    6092528.2349    1504632.9627
   -1132914.5928    6092528.2650    1504632.9745
   -1132914.8534    6092528.5414    1504632.7493
   -1132914.8656    6092528.5360    1504632.7578
   -1132914.8593    6092528.5708    1504632.7816
   -1132914.8268    6092529.3552    1504633.0592
   -1132914.8356    6092529.4660    1504633.1147
   -1132914.8086    6092530.1096    1504633.3302
   -1132914.8182    6092529.8090    1504633.2444
   -1132914.8368    6092529.9552    1504633.2882
   -1132914.8279    6092529.9218    1504633.2723
   -1132914.8410    6092529.8399    1504633.2398
   -1132914.8319    6092529.7587    1504633.2039
   -1132914.8782    6092528.6355    1504632.8494
   -1132914.8831    6092528.6141    1504632.8455
   -1132914.8827    6092528.6007    1504632.8522
   -1132914.8909    6092528.6424    1504632.8541
   -1132914.8916    6092528.6686    1504632.8588
   -1132914.8947    6092528.6682    1504632.8657
   -1132914.8964    6092528.6713    1504632.8666
   -1132914.9092    6092528.2742    1504632.7402
   -1132914.8763    6092528.6166    1504632.8575
   -1132914.8675    6092528.9802    1504632.9780
   -1132914.8514    6092529.1903    1504633.0448
   -1132914.8515    6092529.2401    1504633.0611
   -1132914.8390    6092529.2759    1504633.0723
   -1132914.8413    6092529.2127    1504633.0613
   -1132914.8415    6092529.3476    1504633.1087
   -1132914.8429    6092529.3123    1504633.0984
   -1132914.8330    6092529.1757    1504633.0554
   -1132914.8377    6092529.2134    1504633.0762
   -1132914.8477    6092529.4299    1504633.0238
   -1132914.8398    6092529.4348    1504633.0285
   -1132914.8494    6092529.3977    1504633.0158
   -1132914.8159    6092528.7418    1504633.2310
   -1132914.8163    6092528.8539    1504633.2136
   -1132914.8126    6092528.8245    1504633.1793
   -1132914.8009    6092528.9426    1504633.1589
   -1132914.8023    6092529.1035    1504633.1699
   -1132914.7925    6092529.1441    1504633.1543
   -1132914.7879    6092529.1497    1504633.1745
   -1132914.7858    6092529.2170    1504633.1659
   -1132914.7929    6092529.2571    1504633.1377
   -1132914.7996    6092529.3070    1504633.1211
   -1132914.8099    6092529.3658    1504633.1500
   -1132914.8119    6092529.3401    1504633.1677
   -1132914.8193    6092529.3921    1504633.1802
   -1132914.8143    6092529.4366    1504633.1911
   -1132914.8024    6092529.4352    1504633.1876
   -1132914.7984    6092529.4175    1504633.1769
   -1132914.8039    6092529.3588    1504633.1724
   -1132914.8137    6092529.3966    1504633.1642
   -1132914.7967    6092529.3770    1504633.1653
   -1132914.8026    6092529.4093    1504633.1541
   -1132914.8021    6092529.4126    1504633.1600
   -1132914.8053    6092529.4027    1504633.1610
   -1132914.8211    6092529.4233    1504633.1661
   -1132914.8285    6092529.3852    1504633.1732
   -1132914.8328    6092529.4668    1504633.1785
   -1132914.8335    6092529.4585    1504633.1835
   -1132914.8238    6092529.4431    1504633.1782
   -1132914.8258    6092529.4495    1504633.1862
   -1132914.8350    6092529.4203    1504633.1945
   -1132914.8377    6092529.3974    1504633.1859
   -1132914.8456    6092529.3933    1504633.1782
   -1132914.8482    6092529.3670    1504633.1695
   -1132914.8417    6092529.3426    1504633.1786
   -1132914.8536    6092529.3375    1504633.1963
   -1132914.8586    6092529.3454    1504633.2048
   -1132914.8623    6092529.3461    1504633.2218
   -1132914.8608    6092529.3671    1504633.2188
   -1132914.8523    6092529.3484    1504633.2221
   -1132914.8589    6092529.3270    1504633.2234
   -1132914.8619    6092529.3201    1504633.2321
   -1132914.8624    6092529.3017    1504633.2314
   -1132914.8661    6092529.3154    1504633.2404
   -1132914.8529    6092529.2883    1504633.2382
