       X(m)            Y(m)              Y(m)         
   -1132914.5043    6092527.8465    1504633.4889
   -1132914.4982    6092527.8555    1504633.4917
   -1132914.4979    6092527.8440    1504633.5001
   -1132914.4975    6092527.7888    1504633.4902
   -1132914.4915    6092527.7837    1504633.4948
   -1132914.4872    6092527.7806    1504633.4964
   -1132914.4916    6092527.7780    1504633.5049
   -1132914.4918    6092527.7762    1504633.4962
   -1132914.4917    6092527.7540    1504633.4938
   -1132914.4880    6092527.7317    1504633.4987
   -1132914.4889    6092527.7442    1504633.5002
   -1132914.4783    6092527.7265    1504633.5044
   -1132914.4646    6092527.6938    1504633.5051
   -1132914.4568    6092527.6518    1504633.5014
   -1132914.4565    6092527.6417    1504633.5069
   -1132914.4489    6092527.6105    1504633.5048
   -1132914.4439    6092527.5942    1504633.5057
   -1132914.4413    6092527.6251    1504633.5159
   -1132914.4283    6092527.5852    1504633.5083
   -1132914.4311    6092527.5637    1504633.5001
   -1132914.4270    6092527.5717    1504633.5123
   -1132914.4243    6092527.5601    1504633.5141
   -1132914.4157    6092527.5538    1504633.5082
   -1132914.4057    6092527.5427    1504633.5099
   -1132914.4012    6092527.5169    1504633.5101
   -1132914.4021    6092527.5291    1504633.5169
   -1132914.4000    6092527.4918    1504633.5172
   -1132914.3990    6092527.4917    1504633.5262
   -1132914.3890    6092527.4751    1504633.5221
   -1132914.4025    6092527.5184    1504633.5381
   -1132914.3832    6092527.4608    1504633.5241
   -1132914.3720    6092527.4329    1504633.5208
   -1132914.3713    6092527.4264    1504633.5235
   -1132914.3716    6092527.4355    1504633.5315
   -1132914.3604    6092527.4291    1504633.5305
   -1132914.3499    6092527.3809    1504633.5209
   -1132914.3457    6092527.3751    1504633.5183
   -1132914.3390    6092527.3704    1504633.5181
   -1132914.3411    6092527.3658    1504633.5260
   -1132914.3265    6092527.3465    1504633.5248
   -1132914.3190    6092527.3608    1504633.5383
   -1132914.3184    6092527.3487    1504633.5376
   -1132914.2993    6092527.3346    1504633.5371
   -1132914.2946    6092527.3273    1504633.5438
   -1132914.2930    6092527.3178    1504633.5430
   -1132914.2848    6092527.3113    1504633.5402
   -1132914.2770    6092527.2908    1504633.5446
   -1132914.2716    6092527.2778    1504633.5460
   -1132914.2757    6092527.2493    1504633.5406
   -1132914.2583    6092527.2422    1504633.5401
   -1132914.2708    6092527.2769    1504633.5479
   -1132914.2542    6092527.2736    1504633.5496
   -1132914.2501    6092527.2600    1504633.5509
   -1132914.2575    6092527.2659    1504633.5551
   -1132914.2438    6092527.2285    1504633.5494
   -1132914.2274    6092527.2158    1504633.5503
   -1132914.2220    6092527.1924    1504633.5528
   -1132914.2140    6092527.1936    1504633.5562
   -1132914.2066    6092527.1790    1504633.5562
   -1132914.3742    6092527.8884    1504633.6859
   -1132914.3633    6092527.8830    1504633.6817
   -1132914.3590    6092527.8826    1504633.6835
   -1132914.3618    6092527.8833    1504633.6881
   -1132914.3469    6092527.8619    1504633.6886
   -1132914.3450    6092527.8764    1504633.6929
   -1132914.3404    6092527.8496    1504633.6904
   -1132914.3339    6092527.8340    1504633.6892
   -1132914.3377    6092527.8523    1504633.6989
   -1132914.3323    6092527.8620    1504633.7010
   -1132914.3343    6092527.8567    1504633.7106
   -1132914.3238    6092527.8527    1504633.7092
   -1132914.3209    6092527.8339    1504633.7135
   -1132914.3110    6092527.8233    1504633.7073
   -1132914.3031    6092527.7925    1504633.7009
   -1132914.3033    6092527.7875    1504633.7004
   -1132914.2948    6092527.7708    1504633.6977
   -1132914.2891    6092527.7546    1504633.6958
   -1132914.2840    6092527.7459    1504633.6938
   -1132914.2873    6092527.7450    1504633.6940
   -1132914.2690    6092527.7060    1504633.6884
   -1132914.2703    6092527.7217    1504633.6963
   -1132914.2712    6092527.7170    1504633.7011
   -1132914.2562    6092527.6819    1504633.6984
   -1132914.2512    6092527.6809    1504633.6997
   -1132914.2420    6092527.6684    1504633.6951
   -1132914.2444    6092527.6743    1504633.7002
   -1132914.2442    6092527.6732    1504633.7018
   -1132914.2308    6092527.6860    1504633.7036
   -1132914.2146    6092527.6675    1504633.6975
   -1132914.2058    6092527.6592    1504633.6997
   -1132914.1962    6092527.6398    1504633.6967
   -1132914.0341    6092527.4243    1504633.6437
   -1132914.0481    6092527.4175    1504633.6472
   -1132914.6520    6092528.2098    1504633.8806
   -1132914.3546    6092528.5315    1504633.6933
   -1132915.0643    6092528.7425    1504634.0401
   -1132914.1828    6092527.6148    1504633.7105
   -1132913.3120    6092526.5013    1504633.3810
   -1132913.6963    6092527.0166    1504633.5328
   -1132913.6942    6092527.0176    1504633.5288
   -1132913.6998    6092527.0398    1504633.5295
   -1132913.6919    6092527.0398    1504633.5237
   -1132913.6824    6092527.0298    1504633.5196
   -1132913.6857    6092527.0410    1504633.5229
   -1132913.6844    6092527.0476    1504633.5191
   -1132913.6822    6092527.0643    1504633.5266
   -1132913.6775    6092527.0455    1504633.5226
   -1132913.6686    6092527.0229    1504633.5218
   -1132913.6742    6092527.0449    1504633.5333
   -1132913.6630    6092527.0272    1504633.5262
   -1132913.6596    6092527.0232    1504633.5207
   -1132913.6629    6092527.0195    1504633.5181
   -1132913.6646    6092527.0271    1504633.5287
   -1132913.6647    6092527.0270    1504633.5188
   -1132913.6641    6092527.0356    1504633.5251
   -1132913.6611    6092527.0235    1504633.5184
   -1132913.6553    6092527.0238    1504633.5154
   -1132913.6643    6092527.0512    1504633.5276
   -1132913.6559    6092527.0340    1504633.5286
   -1132913.6590    6092527.0453    1504633.5335
   -1132913.6595    6092527.0528    1504633.5454
   -1132913.6568    6092527.0446    1504633.5347
   -1132913.6549    6092527.0432    1504633.5362
   -1132913.6504    6092527.0285    1504633.5332
   -1132913.6391    6092527.0270    1504633.5327
   -1132913.6307    6092527.0125    1504633.5316
   -1132913.6377    6092527.0472    1504633.5403
   -1132913.6208    6092526.9978    1504633.5287
   -1132913.6295    6092526.9984    1504633.5257
   -1132913.6252    6092526.9909    1504633.5308
   -1132913.6339    6092527.0122    1504633.5390
   -1132913.6437    6092527.0411    1504633.5395
   -1132913.6225    6092527.0109    1504633.5358
   -1132913.6464    6092527.0547    1504633.5431
   -1132913.6507    6092527.0750    1504633.5449
   -1132913.6523    6092527.0799    1504633.5466
   -1132913.6560    6092527.0901    1504633.5508
   -1132913.6484    6092527.0945    1504633.5480
   -1132913.6471    6092527.1029    1504633.5544
   -1132913.6449    6092527.1162    1504633.5541
   -1132913.6301    6092527.1048    1504633.5489
   -1132913.6500    6092527.1571    1504633.5637
   -1132913.6698    6092527.1859    1504633.5788
   -1132913.6763    6092527.2085    1504633.5818
   -1132913.6795    6092527.2114    1504633.5872
   -1132913.6746    6092527.2158    1504633.5879
   -1132913.6643    6092527.1802    1504633.5759
   -1132913.6570    6092527.1700    1504633.5838
   -1132913.6635    6092527.1949    1504633.5773
   -1132913.6683    6092527.2050    1504633.5839
   -1132913.6773    6092527.2136    1504633.5869
   -1132913.6800    6092527.2196    1504633.5921
   -1132913.6924    6092527.2356    1504633.6055
   -1132913.6964    6092527.2323    1504633.6113
   -1132913.7224    6092527.2835    1504633.6183
   -1132913.7108    6092527.2670    1504633.6145
   -1132913.7238    6092527.2913    1504633.6173
   -1132913.7350    6092527.3235    1504633.6257
   -1132913.7376    6092527.3288    1504633.6381
   -1132913.7513    6092527.3576    1504633.6397
   -1132913.7582    6092527.3485    1504633.6441
   -1132913.7646    6092527.3599    1504633.6454
   -1132913.7707    6092527.3609    1504633.6481
   -1132914.0453    6092527.6503    1504633.7280
   -1132914.0881    6092527.6934    1504633.7308
   -1132914.1211    6092527.7363    1504633.7371
   -1132914.2854    6092527.9212    1504633.8249
   -1132914.1413    6092527.7244    1504633.7214
   -1132914.2611    6092527.7940    1504633.7354
   -1132914.1882    6092527.7009    1504633.6858
   -1132914.1738    6092527.6824    1504633.6628
   -1132914.0598    6092527.5301    1504633.6181
   -1132913.9952    6092527.4208    1504633.5679
   -1132913.9734    6092527.3770    1504633.6371
   -1132914.0112    6092527.4159    1504633.6225
   -1132914.7028    6092528.2326    1504634.2384
   -1132914.4816    6092527.9506    1504633.9172
   -1132914.4745    6092527.9275    1504633.9439
   -1132914.5027    6092527.9619    1504633.9368
   -1132914.7239    6092528.6101    1504634.0190
   -1132914.7796    6092528.6831    1504634.0005
   -1132914.8216    6092528.6833    1504634.0169
   -1132914.8331    6092528.6958    1504634.0508
   -1132914.8620    6092528.7226    1504634.0586
   -1132914.9098    6092528.8117    1504634.0515
   -1132914.9089    6092528.8176    1504634.0565
   -1132914.9110    6092528.7878    1504634.0705
   -1132914.9582    6092528.8485    1504634.0741
   -1132914.9747    6092528.8288    1504634.0838
   -1132915.0531    6092528.9055    1504634.0695
   -1132915.0647    6092528.8969    1504634.0781
   -1132915.0423    6092528.8854    1504634.0845
   -1132915.0566    6092528.8800    1504634.0930
   -1132915.0636    6092528.8896    1504634.0736
   -1132915.0769    6092528.9044    1504634.0782
   -1132915.0953    6092528.8933    1504634.0803
   -1132915.0771    6092528.8879    1504634.0605
   -1132915.1140    6092528.8999    1504634.0679
   -1132915.1012    6092528.8591    1504634.0619
   -1132915.1150    6092528.8670    1504634.0496
   -1132915.1575    6092528.8737    1504634.0494
   -1132915.1880    6092528.8707    1504634.0441
   -1132915.2041    6092528.8524    1504634.0375
   -1132915.2117    6092528.8344    1504634.0308
   -1132915.2368    6092528.8442    1504634.0349
   -1132915.2463    6092528.8063    1504634.0296
   -1132915.2745    6092528.7830    1504634.0319
   -1132915.2632    6092528.7372    1504634.0449
   -1132915.2932    6092528.6898    1504634.0376
   -1132915.2975    6092528.6463    1504634.0453
   -1132915.3187    6092528.5753    1504634.0519
   -1132915.3550    6092528.5092    1504634.0382
   -1132915.3623    6092528.4408    1504634.0328
   -1132915.3865    6092528.3983    1504634.0332
   -1132915.3962    6092528.3028    1504634.0311
   -1132915.4326    6092528.2251    1504634.0352
   -1132915.4439    6092528.1224    1504634.0239
   -1132915.4730    6092528.0105    1504634.0214
   -1132915.3061    6092528.6883    1504633.7922
   -1132915.3421    6092528.6107    1504633.7833
   -1132915.3576    6092528.4759    1504633.7640
   -1132915.2860    6092528.7995    1504633.8353
   -1132915.3061    6092528.8054    1504633.8348
   -1132914.8316    6092526.9426    1504632.8114
   -1132915.2446    6092528.5864    1504633.7410
   -1132915.1878    6092528.3910    1504633.6241
   -1132915.1242    6092528.1116    1504633.4726
   -1132915.1669    6092528.2550    1504633.5583
   -1132915.0818    6092527.9725    1504633.4016
   -1132915.1387    6092528.1756    1504633.4943
   -1132915.1820    6092528.3281    1504633.5727
   -1132915.1898    6092528.3660    1504633.5983
   -1132915.1684    6092528.2679    1504633.5674
   -1132915.1380    6092528.1667    1504633.5222
   -1132915.1513    6092528.2656    1504633.5680
   -1132915.1171    6092528.1518    1504633.5414
   -1132915.1016    6092528.1040    1504633.5127
   -1132915.0884    6092528.0815    1504633.4769
   -1132915.0722    6092528.0128    1504633.4488
   -1132915.0906    6092528.0779    1504633.4873
   -1132915.0766    6092528.0508    1504633.4682
   -1132915.0771    6092528.1044    1504633.4806
   -1132915.0965    6092528.1448    1504633.5025
   -1132915.0893    6092528.1550    1504633.5094
   -1132915.0980    6092528.1760    1504633.5133
   -1132915.0988    6092528.1729    1504633.5132
   -1132915.0854    6092528.1201    1504633.4940
   -1132915.0826    6092528.1191    1504633.5027
   -1132915.0842    6092528.0910    1504633.5075
   -1132915.0894    6092528.0828    1504633.5143
   -1132915.0891    6092528.1115    1504633.5538
   -1132915.0883    6092528.1769    1504633.5846
   -1132915.1033    6092528.1903    1504633.5976
   -1132915.0884    6092528.1569    1504633.5742
   -1132915.0811    6092528.1407    1504633.5601
   -1132915.0910    6092528.1497    1504633.5667
   -1132915.0841    6092528.1425    1504633.5572
   -1132915.0947    6092528.1634    1504633.5656
   -1132915.0988    6092528.2072    1504633.5673
   -1132915.0969    6092528.2101    1504633.5723
   -1132915.1086    6092528.2122    1504633.5869
   -1132915.1161    6092528.2193    1504633.5931
   -1132915.1281    6092528.2667    1504633.6058
   -1132915.1188    6092528.2738    1504633.6072
   -1132915.1316    6092528.2879    1504633.6114
   -1132915.1181    6092528.2819    1504633.6209
   -1132915.1204    6092528.3170    1504633.6404
   -1132915.1104    6092528.2918    1504633.6385
   -1132915.1102    6092528.3322    1504633.6522
   -1132915.0996    6092528.3240    1504633.6401
   -1132915.1066    6092528.3301    1504633.6403
   -1132915.0957    6092528.3195    1504633.6293
   -1132915.1052    6092528.3395    1504633.6475
   -1132915.0977    6092528.3475    1504633.6481
   -1132915.1072    6092528.3517    1504633.6554
   -1132915.1095    6092528.3451    1504633.6462
   -1132915.1192    6092528.3664    1504633.6469
   -1132915.1209    6092528.3671    1504633.6447
   -1132915.1096    6092528.3587    1504633.6357
   -1132915.1105    6092528.3410    1504633.6343
   -1132915.1068    6092528.3653    1504633.6473
   -1132915.1026    6092528.3627    1504633.6412
   -1132915.1109    6092528.3667    1504633.6490
   -1132915.1210    6092528.3639    1504633.6562
   -1132915.1184    6092528.3780    1504633.6635
   -1132915.1108    6092528.3337    1504633.6480
   -1132915.1134    6092528.3127    1504633.6353
   -1132915.1081    6092528.3478    1504633.6501
   -1132915.1123    6092528.3638    1504633.6570
   -1132915.1180    6092528.3624    1504633.6594
   -1132915.1225    6092528.4093    1504633.6626
   -1132915.1164    6092528.4029    1504633.6690
   -1132915.1191    6092528.4291    1504633.6778
   -1132915.1189    6092528.4192    1504633.6795
   -1132915.1192    6092528.4540    1504633.6792
   -1132915.1274    6092528.4608    1504633.6740
   -1132915.1150    6092528.4649    1504633.6728
   -1132915.1242    6092528.4464    1504633.6671
   -1132915.1183    6092528.4627    1504633.6731
   -1132914.8897    6092528.1449    1504633.5723
   -1132914.8933    6092528.1520    1504633.5799
   -1132914.8930    6092528.1625    1504633.5737
   -1132914.8918    6092528.1765    1504633.5730
   -1132914.8869    6092528.1692    1504633.5691
   -1132914.8863    6092528.1566    1504633.5697
   -1132914.8855    6092528.1517    1504633.5690
   -1132914.8888    6092528.1806    1504633.5822
   -1132914.8874    6092528.1549    1504633.5668
   -1132914.8873    6092528.1582    1504633.5650
   -1132914.8898    6092528.1784    1504633.5572
   -1132914.8908    6092528.1824    1504633.5607
   -1132914.8945    6092528.2016    1504633.5699
   -1132915.2961    6092529.2723    1504633.3717
   -1132915.3082    6092529.4604    1504633.2814
   -1132915.2493    6092529.2848    1504633.3341
   -1132915.2763    6092529.3370    1504633.3146
   -1132915.2714    6092529.3175    1504633.3174
   -1132915.3258    6092529.5084    1504633.2880
   -1132915.3306    6092529.5077    1504633.2842
   -1132915.3781    6092529.6193    1504633.2791
   -1132915.3789    6092529.6229    1504633.2722
   -1132915.4000    6092529.6685    1504633.2766
   -1132915.3999    6092529.6528    1504633.2709
   -1132915.4049    6092529.6855    1504633.2792
   -1132915.4028    6092529.6721    1504633.2853
   -1132915.3836    6092529.6399    1504633.2855
   -1132915.3637    6092529.6019    1504633.2900
   -1132915.3734    6092529.6351    1504633.2978
   -1132915.3990    6092529.7006    1504633.2988
   -1132915.4473    6092529.8235    1504633.2904
   -1132915.4494    6092529.8153    1504633.2951
   -1132915.4573    6092529.8323    1504633.2923
   -1132915.4625    6092529.8471    1504633.2899
   -1132915.4674    6092529.8420    1504633.2956
   -1132915.4749    6092529.8641    1504633.2946
   -1132915.4778    6092529.8666    1504633.3058
   -1132915.5052    6092529.8927    1504633.3050
   -1132915.5161    6092529.8683    1504633.3058
   -1132915.5153    6092529.8823    1504633.3170
   -1132915.5118    6092529.8896    1504633.3197
   -1132915.5258    6092529.9138    1504633.3136
   -1132915.5273    6092529.8691    1504633.3504
   -1132915.5189    6092529.8846    1504633.3341
   -1132915.3818    6092529.4672    1504633.4646
   -1132915.0016    6092528.6799    1504633.5952
   -1132914.8899    6092528.4140    1504633.6327
   -1132915.9901    6092530.9516    1504633.1717
   -1132915.7552    6092530.3950    1504633.2789
   -1132915.5934    6092530.0208    1504633.3765
   -1132915.7309    6092530.3118    1504633.3337
   -1132915.6664    6092530.1714    1504633.3600
   -1132915.6389    6092530.1191    1504633.3775
   -1132915.6250    6092530.0859    1504633.3797
   -1132915.6566    6092530.1619    1504633.3913
   -1132915.6006    6092530.0382    1504633.4099
   -1132915.6334    6092530.0931    1504633.4081
   -1132915.6520    6092530.1212    1504633.4118
   -1132915.6247    6092530.0672    1504633.4346
   -1132915.6099    6092530.0439    1504633.4387
   -1132915.5936    6092530.0252    1504633.4417
   -1132915.5958    6092530.0368    1504633.4448
   -1132915.6322    6092530.1119    1504633.4240
   -1132915.6103    6092530.0526    1504633.4259
   -1132915.6434    6092530.2524    1504633.3335
   -1132915.6460    6092530.2499    1504633.3336
   -1132915.6567    6092530.2815    1504633.3424
   -1132915.6463    6092530.2590    1504633.3431
   -1132915.6487    6092530.2755    1504633.3422
   -1132915.6648    6092530.3057    1504633.3412
   -1132915.6762    6092530.3262    1504633.3373
   -1132915.6772    6092530.3180    1504633.3412
   -1132915.6763    6092530.3114    1504633.3471
   -1132915.6920    6092530.3668    1504633.3584
   -1132915.6821    6092530.3677    1504633.3692
   -1132915.6979    6092530.4020    1504633.3649
   -1132915.7100    6092530.4310    1504633.3708
   -1132915.7427    6092530.4683    1504633.3672
   -1132915.7625    6092530.4930    1504633.3707
   -1132915.7846    6092530.5385    1504633.3717
   -1132915.7885    6092530.5443    1504633.3716
   -1132915.7811    6092530.5563    1504633.3736
   -1132915.7953    6092530.5923    1504633.3692
   -1132915.7927    6092530.5917    1504633.3712
   -1132915.7941    6092530.5986    1504633.3729
   -1132915.7966    6092530.6017    1504633.3737
   -1132915.7925    6092530.6172    1504633.3771
   -1132915.8091    6092530.6430    1504633.3852
   -1132915.8100    6092530.6535    1504633.3873
   -1132915.8016    6092530.6445    1504633.3938
   -1132915.7953    6092530.6469    1504633.3978
   -1132915.8017    6092530.6408    1504633.4100
   -1132915.7704    6092530.5703    1504633.4425
   -1132915.7496    6092530.5150    1504633.4579
   -1132915.7371    6092530.4723    1504633.4829
   -1132915.7380    6092530.5264    1504633.4599
   -1132915.7353    6092530.5382    1504633.4538
   -1132915.7348    6092530.5404    1504633.4676
   -1132915.7394    6092530.5657    1504633.4692
   -1132915.7429    6092530.5796    1504633.4714
   -1132915.7409    6092530.5790    1504633.4713
   -1132915.7396    6092530.5705    1504633.5007
   -1132915.7334    6092530.5800    1504633.4979
   -1132915.7375    6092530.6071    1504633.4928
   -1132915.7447    6092530.6089    1504633.5015
   -1132915.7305    6092530.5892    1504633.5220
   -1132915.7207    6092530.5703    1504633.5272
   -1132915.7152    6092530.5878    1504633.5320
   -1132915.7202    6092530.6172    1504633.5274
   -1132915.7261    6092530.6076    1504633.5501
   -1132915.7161    6092530.5996    1504633.5553
   -1132915.7185    6092530.6215    1504633.5600
   -1132915.7161    6092530.6562    1504633.5532
   -1132915.7310    6092530.6831    1504633.5629
   -1132915.7306    6092530.6903    1504633.5691
   -1132915.8055    6092530.9738    1504633.4526
   -1132915.8059    6092531.0084    1504633.4611
   -1132915.8098    6092531.0217    1504633.4653
   -1132915.7958    6092530.9948    1504633.4619
   -1132915.8003    6092531.0191    1504633.4631
   -1132915.8671    6092529.9735    1504633.3485
   -1132915.8591    6092529.9728    1504633.3425
   -1132915.8694    6092529.9672    1504633.3370
   -1132915.8696    6092529.9517    1504633.3442
   -1132915.8696    6092529.9510    1504633.3404
   -1132915.8661    6092529.9480    1504633.3419
   -1132915.8667    6092529.9635    1504633.3368
   -1132915.8617    6092529.9548    1504633.3392
   -1132915.8580    6092529.9525    1504633.3329
   -1132915.8626    6092529.9373    1504633.3375
   -1132915.8540    6092529.9341    1504633.3364
   -1132915.8558    6092529.9266    1504633.3436
   -1132915.8529    6092529.9031    1504633.3387
   -1132915.8586    6092529.9029    1504633.3451
   -1132915.8515    6092529.9053    1504633.3348
   -1132915.8649    6092529.9096    1504633.3399
   -1132915.8613    6092529.9058    1504633.3409
   -1132915.8642    6092529.9126    1504633.3464
   -1132915.8557    6092529.8884    1504633.3408
   -1132915.8549    6092529.8791    1504633.3429
   -1132915.8600    6092529.8813    1504633.3445
   -1132915.8549    6092529.8795    1504633.3511
   -1132915.8514    6092529.8838    1504633.3550
   -1132915.8531    6092529.8805    1504633.3509
   -1132915.8486    6092529.8714    1504633.3496
   -1132915.8604    6092529.8767    1504633.3549
   -1132915.8650    6092529.8820    1504633.3561
   -1132915.8588    6092529.8852    1504633.3552
   -1132915.8608    6092529.8729    1504633.3607
   -1132915.8519    6092529.9232    1504633.3147
   -1132915.8440    6092530.0349    1504633.2516
   -1132915.8429    6092530.0121    1504633.2578
   -1132915.8516    6092529.9852    1504633.2774
   -1132915.8599    6092529.9754    1504633.2891
   -1132915.8578    6092529.9329    1504633.3232
   -1132915.8590    6092529.9037    1504633.3498
   -1132915.8657    6092529.9185    1504633.3375
   -1132915.8589    6092529.9277    1504633.3352
   -1132915.8576    6092529.9289    1504633.3345
   -1132915.8556    6092529.9142    1504633.3342
   -1132915.8497    6092529.8866    1504633.3440
   -1132915.8408    6092529.8913    1504633.3229
   -1132915.8287    6092529.8424    1504633.3322
   -1132915.6522    6092529.5123    1504633.3549
   -1132915.5765    6092529.3661    1504633.3622
   -1132915.5779    6092529.3644    1504633.3552
   -1132915.4617    6092529.1652    1504633.3733
   -1132915.2853    6092528.7964    1504633.3997
   -1132915.2245    6092528.6891    1504633.4027
   -1132915.2097    6092528.6755    1504633.4111
   -1132915.2270    6092528.7038    1504633.4277
   -1132915.2815    6092528.7919    1504633.4308
   -1132915.3483    6092528.9284    1504633.4347
   -1132915.3990    6092528.9899    1504633.4262
   -1132915.3987    6092528.9830    1504633.4319
   -1132915.4172    6092529.0074    1504633.4257
   -1132915.4938    6092529.1149    1504633.4148
   -1132915.4892    6092529.1203    1504633.4156
   -1132915.4948    6092529.1282    1504633.4104
   -1132915.5265    6092529.1732    1504633.4097
   -1132915.5339    6092529.1691    1504633.4109
   -1132915.5324    6092529.1659    1504633.4088
   -1132915.5074    6092529.1242    1504633.4070
   -1132915.5257    6092529.1309    1504633.3923
   -1132915.5213    6092529.1152    1504633.3901
   -1132915.5195    6092529.1046    1504633.3765
   -1132915.5122    6092529.0816    1504633.3682
   -1132915.5132    6092529.0602    1504633.3617
   -1132915.5164    6092529.0398    1504633.3474
   -1132915.5180    6092529.0399    1504633.3301
   -1132915.5315    6092529.0247    1504633.3066
   -1132915.5269    6092528.9959    1504633.2852
   -1132915.4745    6092528.7614    1504633.4031
   -1132915.5206    6092528.8795    1504633.2840
   -1132915.4904    6092528.7782    1504633.2867
   -1132915.4817    6092528.7149    1504633.2530
   -1132915.4869    6092528.7047    1504633.2007
   -1132915.4892    6092528.6720    1504633.1557
   -1132915.4687    6092528.5713    1504633.0973
   -1132915.5814    6092528.9889    1504633.4216
   -1132915.5858    6092528.9971    1504633.4475
   -1132915.5741    6092528.9768    1504633.4666
   -1132915.5641    6092528.9808    1504633.4704
   -1132915.5583    6092528.9662    1504633.4803
   -1132915.5337    6092528.9373    1504633.4632
   -1132915.5676    6092528.9181    1504633.6041
   -1132915.5613    6092528.8874    1504633.6712
   -1132915.5531    6092528.8800    1504633.6591
   -1132915.5324    6092528.8759    1504633.6096
   -1132915.5182    6092528.8720    1504633.5733
   -1132915.4995    6092528.8532    1504633.5597
   -1132915.4876    6092528.8532    1504633.5477
   -1132915.4869    6092528.8378    1504633.5436
   -1132915.4865    6092528.8432    1504633.5304
   -1132915.4856    6092528.8417    1504633.5226
   -1132915.5273    6092528.9163    1504633.3999
   -1132915.5301    6092528.9224    1504633.3896
   -1132915.5328    6092528.9298    1504633.3650
   -1132915.5231    6092528.9359    1504633.3501
   -1132915.7469    6092529.3747    1504633.7445
   -1132915.0496    6092527.9974    1504632.5177
   -1132915.4109    6092528.6936    1504633.1726
   -1132915.2393    6092528.3647    1504632.9110
   -1132915.4471    6092528.8095    1504633.3051
   -1132915.5133    6092528.9198    1504633.4219
   -1132915.5331    6092528.9574    1504633.4727
   -1132915.4758    6092528.8420    1504633.3943
   -1132915.4230    6092528.7368    1504633.3292
   -1132915.4741    6092528.8247    1504633.4430
   -1132915.4572    6092528.8045    1504633.4235
   -1132915.4578    6092528.8083    1504633.4223
   -1132915.4651    6092528.8083    1504633.4457
   -1132915.4394    6092528.7750    1504633.4125
   -1132915.4034    6092528.6966    1504633.3465
   -1132915.4256    6092528.7606    1504633.4012
   -1132915.4355    6092528.7872    1504633.4251
   -1132915.4529    6092528.8287    1504633.4730
   -1132915.4483    6092528.8120    1504633.4781
   -1132915.4326    6092528.7742    1504633.4779
   -1132915.4416    6092528.8316    1504633.4706
   -1132915.4887    6092528.9780    1504633.5777
   -1132915.4916    6092528.9805    1504633.5839
   -1132915.4890    6092528.9676    1504633.5867
   -1132915.4801    6092528.9544    1504633.5711
   -1132915.4570    6092528.9300    1504633.5321
   -1132915.4604    6092528.9290    1504633.5431
   -1132915.4707    6092528.9482    1504633.5617
   -1132915.4916    6092528.9484    1504633.5715
   -1132915.4766    6092528.9394    1504633.5595
   -1132915.4728    6092528.9201    1504633.5414
   -1132915.4762    6092528.9292    1504633.5463
   -1132915.4733    6092528.9179    1504633.5368
   -1132915.4692    6092528.9204    1504633.5275
   -1132915.4736    6092528.9499    1504633.5562
   -1132915.4716    6092528.9347    1504633.5643
   -1132915.4713    6092528.9253    1504633.5611
   -1132915.4789    6092528.9460    1504633.5893
   -1132915.4854    6092528.9259    1504633.5896
   -1132915.5413    6092528.9803    1504633.5662
   -1132915.5355    6092528.9449    1504633.5675
   -1132915.6664    6092529.0912    1504633.5435
   -1132915.6936    6092529.1057    1504633.5251
   -1132915.6733    6092529.0747    1504633.5268
   -1132915.6428    6092529.0417    1504633.5510
   -1132915.6320    6092529.0165    1504633.5610
   -1132915.6427    6092529.0359    1504633.5594
   -1132915.5301    6092528.8797    1504633.5906
   -1132915.5345    6092528.8685    1504633.5989
   -1132915.5399    6092528.8573    1504633.6043
   -1132915.5628    6092528.9045    1504633.6065
   -1132915.5819    6092528.9193    1504633.5910
   -1132915.6391    6092528.9592    1504633.5889
   -1132915.6623    6092528.9705    1504633.5952
   -1132915.6685    6092528.9578    1504633.5997
   -1132915.6653    6092528.9604    1504633.5883
   -1132915.6647    6092528.9473    1504633.5796
   -1132915.6660    6092528.9529    1504633.5876
   -1132915.6584    6092528.9250    1504633.5685
   -1132915.6923    6092528.9426    1504633.5527
   -1132915.6992    6092528.9294    1504633.5559
   -1132915.6864    6092528.8970    1504633.5536
   -1132915.6651    6092528.8642    1504633.5572
   -1132915.6509    6092528.8282    1504633.5689
   -1132915.6653    6092528.8186    1504633.5659
   -1132915.6512    6092528.7933    1504633.5609
   -1132915.6443    6092528.7914    1504633.5779
   -1132915.6201    6092528.7275    1504633.5677
   -1132915.6136    6092528.7159    1504633.5543
   -1132915.6093    6092528.6603    1504633.5418
   -1132915.6075    6092528.6325    1504633.5251
   -1132915.6180    6092528.6188    1504633.5198
   -1132915.6294    6092528.6184    1504633.5157
   -1132915.6261    6092528.5891    1504633.5177
   -1132915.6156    6092528.5397    1504633.5180
   -1132915.6014    6092528.4876    1504633.5093
   -1132915.5853    6092528.4393    1504633.5011
   -1132915.5846    6092528.4238    1504633.5019
   -1132915.5789    6092528.3934    1504633.5019
   -1132915.5771    6092528.3362    1504633.4934
   -1132915.5875    6092528.3270    1504633.5010
   -1132915.5950    6092528.3136    1504633.5027
   -1132915.6039    6092528.2837    1504633.5053
   -1132915.6083    6092528.2455    1504633.4953
   -1132915.6110    6092528.2087    1504633.5010
   -1132915.6091    6092528.1692    1504633.4922
   -1132915.6119    6092528.1441    1504633.4940
   -1132915.4867    6092528.9581    1504633.5420
   -1132915.4849    6092528.9353    1504633.5342
