       X(m)            Y(m)              Y(m)         
   -1132914.6697    6092529.4282    1504633.7830
   -1132914.6686    6092529.4017    1504633.7782
   -1132914.6690    6092529.3923    1504633.7740
   -1132914.6679    6092529.3835    1504633.7726
   -1132914.6763    6092529.3776    1504633.7775
   -1132914.6774    6092529.3670    1504633.7687
   -1132914.6794    6092529.3536    1504633.7640
   -1132914.6806    6092529.3249    1504633.7675
   -1132914.6819    6092529.3282    1504633.7671
   -1132914.6752    6092529.3022    1504633.7633
   -1132914.6712    6092529.2762    1504633.7592
   -1132914.6657    6092529.2474    1504633.7566
   -1132914.6676    6092529.2400    1504633.7568
   -1132914.6627    6092529.2205    1504633.7544
   -1132914.6614    6092529.2020    1504633.7547
   -1132914.6641    6092529.2152    1504633.7584
   -1132914.6539    6092529.1768    1504633.7474
   -1132914.6552    6092529.1663    1504633.7412
   -1132914.6564    6092529.1531    1504633.7465
   -1132914.6546    6092529.1397    1504633.7436
   -1132914.6505    6092529.1371    1504633.7382
   -1132914.6467    6092529.1098    1504633.7336
   -1132914.6457    6092529.1059    1504633.7334
   -1132914.6509    6092529.1006    1504633.7364
   -1132914.6462    6092529.0807    1504633.7352
   -1132914.6451    6092529.0852    1504633.7407
   -1132914.6417    6092529.0641    1504633.7322
   -1132914.6549    6092529.0921    1504633.7408
   -1132914.6421    6092529.0494    1504633.7234
   -1132914.6323    6092529.0231    1504633.7237
   -1132914.6380    6092529.0209    1504633.7192
   -1132914.6393    6092529.0119    1504633.7214
   -1132914.6399    6092528.9984    1504633.7164
   -1132914.6305    6092528.9598    1504633.7055
   -1132914.6242    6092528.9403    1504633.7006
   -1132914.6204    6092528.9307    1504633.6971
   -1132914.6257    6092528.9284    1504633.7018
   -1132914.6182    6092528.9095    1504633.6998
   -1132914.6177    6092528.8961    1504633.7082
   -1132914.6223    6092528.8991    1504633.7027
   -1132914.6154    6092528.8701    1504633.6983
   -1132914.6114    6092528.8605    1504633.7057
   -1132914.6117    6092528.8446    1504633.7028
   -1132914.6089    6092528.8331    1504633.6955
   -1132914.6083    6092528.8198    1504633.6946
   -1132914.6074    6092528.8035    1504633.6934
   -1132914.6140    6092528.7826    1504633.6873
   -1132914.6041    6092528.7698    1504633.6831
   -1132914.6152    6092528.7822    1504633.6904
   -1132914.6054    6092528.7632    1504633.6845
   -1132914.6028    6092528.7369    1504633.6842
   -1132914.6103    6092528.7233    1504633.6836
   -1132914.5993    6092528.6984    1504633.6783
   -1132914.5942    6092528.6757    1504633.6740
   -1132914.5879    6092528.6580    1504633.6762
   -1132914.5857    6092528.6501    1504633.6744
   -1132914.5869    6092528.6346    1504633.6704
   -1132914.7882    6092529.3967    1504633.8816
   -1132914.7805    6092529.3882    1504633.8730
   -1132914.7845    6092529.3766    1504633.8718
   -1132914.7911    6092529.3848    1504633.8715
   -1132914.7815    6092529.3686    1504633.8691
   -1132914.7847    6092529.3702    1504633.8712
   -1132914.7833    6092529.3493    1504633.8686
   -1132914.7790    6092529.3515    1504633.8658
   -1132914.7853    6092529.3495    1504633.8708
   -1132914.7874    6092529.3484    1504633.8680
   -1132914.7898    6092529.3363    1504633.8746
   -1132914.7836    6092529.3300    1504633.8725
   -1132914.7856    6092529.3044    1504633.8722
   -1132914.7759    6092529.2848    1504633.8646
   -1132914.7699    6092529.2579    1504633.8590
   -1132914.7727    6092529.2526    1504633.8582
   -1132914.7683    6092529.2421    1504633.8536
   -1132914.7703    6092529.2376    1504633.8499
   -1132914.7684    6092529.2195    1504633.8419
   -1132914.7683    6092529.2084    1504633.8409
   -1132914.7637    6092529.1863    1504633.8321
   -1132914.7712    6092529.1869    1504633.8330
   -1132914.7757    6092529.1837    1504633.8363
   -1132914.7678    6092529.1460    1504633.8317
   -1132914.7705    6092529.1473    1504633.8286
   -1132914.7627    6092529.1460    1504633.8229
   -1132914.7679    6092529.1437    1504633.8275
   -1132914.7677    6092529.1344    1504633.8255
   -1132914.7673    6092529.1410    1504633.8240
   -1132914.7548    6092529.1258    1504633.8166
   -1132914.7515    6092529.1007    1504633.8162
   -1132914.7478    6092529.0828    1504633.8124
   -1132914.6410    6092528.8938    1504633.7595
   -1132914.6545    6092528.8863    1504633.7585
   -1132915.0585    6092529.5785    1504633.9817
   -1132914.9321    6092529.3518    1504633.9039
   -1132915.3402    6092530.0414    1504634.1290
   -1132914.7597    6092529.0475    1504633.8084
   -1132914.1903    6092528.0684    1504633.4925
   -1132914.9475    6092529.3677    1504633.9092
   -1132914.9469    6092529.3601    1504633.9085
   -1132914.9558    6092529.3646    1504633.9070
   -1132914.9519    6092529.3635    1504633.8994
   -1132914.9554    6092529.3536    1504633.8969
   -1132914.9542    6092529.3522    1504633.8988
   -1132914.9554    6092529.3467    1504633.8926
   -1132914.9543    6092529.3475    1504633.8962
   -1132914.9595    6092529.3377    1504633.8890
   -1132914.9592    6092529.3153    1504633.8855
   -1132914.9662    6092529.3264    1504633.8919
   -1132914.9737    6092529.3201    1504633.8865
   -1132914.9770    6092529.3074    1504633.8784
   -1132914.9770    6092529.2949    1504633.8785
   -1132914.9795    6092529.2925    1504633.8863
   -1132914.9790    6092529.2700    1504633.8752
   -1132914.9796    6092529.2740    1504633.8788
   -1132914.9795    6092529.2657    1504633.8747
   -1132914.9778    6092529.2523    1504633.8669
   -1132914.9893    6092529.2656    1504633.8761
   -1132914.9919    6092529.2713    1504633.8788
   -1132914.9959    6092529.2729    1504633.8840
   -1132914.9962    6092529.2598    1504633.8898
   -1132915.0037    6092529.2559    1504633.8859
   -1132915.0073    6092529.2626    1504633.8865
   -1132915.0124    6092529.2658    1504633.8888
   -1132915.0124    6092529.2727    1504633.8873
   -1132915.0168    6092529.2632    1504633.8868
   -1132915.0244    6092529.2710    1504633.8879
   -1132915.0212    6092529.2505    1504633.8828
   -1132915.0313    6092529.2439    1504633.8776
   -1132915.0301    6092529.2350    1504633.8747
   -1132915.0490    6092529.2555    1504633.8832
   -1132915.0525    6092529.2516    1504633.8827
   -1132915.0529    6092529.2555    1504633.8797
   -1132915.0695    6092529.2716    1504633.8852
   -1132915.0731    6092529.2768    1504633.8860
   -1132915.0842    6092529.2798    1504633.8846
   -1132915.0909    6092529.2858    1504633.8873
   -1132915.0888    6092529.2752    1504633.8841
   -1132915.0896    6092529.2846    1504633.8861
   -1132915.0899    6092529.2818    1504633.8840
   -1132915.0839    6092529.2757    1504633.8766
   -1132915.1010    6092529.3012    1504633.8866
   -1132915.1084    6092529.3115    1504633.8955
   -1132915.1077    6092529.3124    1504633.8948
   -1132915.1083    6092529.2974    1504633.8954
   -1132915.1087    6092529.2999    1504633.8969
   -1132915.1097    6092529.2745    1504633.8849
   -1132915.1081    6092529.2688    1504633.8882
   -1132915.1111    6092529.2727    1504633.8832
   -1132915.1145    6092529.2793    1504633.8868
   -1132915.1230    6092529.2910    1504633.8931
   -1132915.1258    6092529.2830    1504633.8939
   -1132915.1296    6092529.2733    1504633.9031
   -1132915.1398    6092529.2718    1504633.9043
   -1132915.1466    6092529.2823    1504633.9050
   -1132915.1423    6092529.2733    1504633.9012
   -1132915.1504    6092529.2839    1504633.9047
   -1132915.1610    6092529.2981    1504633.9092
   -1132915.1752    6092529.3124    1504633.9227
   -1132915.1844    6092529.3149    1504633.9230
   -1132915.1825    6092529.3008    1504633.9223
   -1132915.1882    6092529.2997    1504633.9235
   -1132915.1902    6092529.2903    1504633.9211
   -1132914.7605    6092528.7039    1504633.7537
   -1132914.7889    6092528.7486    1504633.7614
   -1132914.8155    6092528.7766    1504633.7643
   -1132914.8106    6092528.7564    1504633.7564
   -1132914.7097    6092528.5732    1504633.6771
   -1132914.7838    6092528.6463    1504633.6923
   -1132914.7379    6092528.5542    1504633.6534
   -1132914.7320    6092528.5301    1504633.6378
   -1132914.6569    6092528.3952    1504633.5989
   -1132914.6131    6092528.3033    1504633.5621
   -1132914.4003    6092527.9503    1504633.6769
   -1132914.4298    6092527.9837    1504633.6748
   -1132914.9269    6092528.8096    1504634.1222
   -1132914.8134    6092528.6047    1504633.9474
   -1132914.8054    6092528.5797    1504633.9639
   -1132914.8307    6092528.6075    1504633.9613
   -1132914.9638    6092529.0877    1504634.0573
   -1132915.0053    6092529.1522    1504634.0484
   -1132915.0255    6092529.1699    1504634.0594
   -1132915.0347    6092529.1782    1504634.0837
   -1132915.0605    6092529.2055    1504634.0882
   -1132915.1027    6092529.2754    1504634.0843
   -1132915.0997    6092529.2798    1504634.0886
   -1132915.0985    6092529.2574    1504634.0957
   -1132915.1323    6092529.3150    1504634.1010
   -1132915.1388    6092529.3107    1504634.1047
   -1132915.1960    6092529.3891    1504634.0969
   -1132915.2048    6092529.3847    1504634.1009
   -1132915.1876    6092529.3668    1504634.1035
   -1132915.2011    6092529.3625    1504634.1076
   -1132915.2097    6092529.3675    1504634.0976
   -1132915.2171    6092529.3833    1504634.1011
   -1132915.2225    6092529.3825    1504634.1016
   -1132915.2178    6092529.3754    1504634.0864
   -1132915.2397    6092529.3938    1504634.0867
   -1132915.2340    6092529.3604    1504634.0820
   -1132915.2457    6092529.3693    1504634.0730
   -1132915.2724    6092529.3806    1504634.0689
   -1132915.2946    6092529.3846    1504634.0643
   -1132915.3064    6092529.3749    1504634.0588
   -1132915.3108    6092529.3672    1504634.0545
   -1132915.3306    6092529.3765    1504634.0566
   -1132915.3338    6092529.3618    1504634.0517
   -1132915.3521    6092529.3448    1504634.0533
   -1132915.3394    6092529.3114    1504634.0614
   -1132915.3560    6092529.2796    1504634.0543
   -1132915.3498    6092529.2482    1504634.0592
   -1132915.3605    6092529.1926    1504634.0572
   -1132915.3785    6092529.1526    1504634.0449
   -1132915.3777    6092529.1087    1504634.0391
   -1132915.3872    6092529.0794    1504634.0351
   -1132915.3864    6092529.0043    1504634.0262
   -1132915.3985    6092528.9407    1504634.0275
   -1132915.3920    6092528.8715    1504634.0153
   -1132915.4028    6092528.7968    1504634.0105
   -1132915.3953    6092529.4962    1504633.8793
   -1132915.4147    6092529.4632    1504633.8709
   -1132915.4154    6092529.3910    1504633.8490
   -1132915.3773    6092529.7444    1504633.9870
   -1132915.3933    6092529.7586    1504633.9903
   -1132915.4025    6092529.7637    1504634.0003
   -1132915.3005    6092529.4846    1504633.8607
   -1132915.2564    6092529.3375    1504633.7815
   -1132915.1992    6092529.1547    1504633.6820
   -1132915.2363    6092529.2542    1504633.7368
   -1132915.1727    6092529.0695    1504633.6420
   -1132915.2267    6092529.1960    1504633.6971
   -1132915.2660    6092529.2957    1504633.7463
   -1132915.2780    6092529.3275    1504633.7656
   -1132915.2572    6092529.2731    1504633.7458
   -1132915.2390    6092529.2009    1504633.7164
   -1132915.2602    6092529.2607    1504633.7476
   -1132915.2300    6092529.1863    1504633.7305
   -1132915.2188    6092529.1518    1504633.7125
   -1132915.2082    6092529.1447    1504633.6932
   -1132915.1957    6092529.1202    1504633.6767
   -1132915.2103    6092529.1658    1504633.6986
   -1132915.2057    6092529.1578    1504633.6856
   -1132915.2116    6092529.1800    1504633.6928
   -1132915.2318    6092529.2046    1504633.7039
   -1132915.2316    6092529.2207    1504633.7126
   -1132915.2415    6092529.2239    1504633.7146
   -1132915.2470    6092529.2285    1504633.7149
   -1132915.2370    6092529.1969    1504633.7053
   -1132915.2364    6092529.1981    1504633.7102
   -1132915.2413    6092529.1705    1504633.7128
   -1132915.2441    6092529.1747    1504633.7227
   -1132915.2478    6092529.1856    1504633.7431
   -1132915.2571    6092529.2114    1504633.7617
   -1132915.2722    6092529.2295    1504633.7686
   -1132915.2615    6092529.2067    1504633.7553
   -1132915.2612    6092529.1941    1504633.7500
   -1132915.2711    6092529.2020    1504633.7530
   -1132915.2672    6092529.2082    1504633.7488
   -1132915.2798    6092529.2114    1504633.7543
   -1132915.2896    6092529.2476    1504633.7552
   -1132915.2932    6092529.2506    1504633.7609
   -1132915.3003    6092529.2602    1504633.7732
   -1132915.3045    6092529.2621    1504633.7808
   -1132915.3199    6092529.2894    1504633.7891
   -1132915.3133    6092529.2903    1504633.7896
   -1132915.3296    6092529.3010    1504633.7946
   -1132915.3239    6092529.2952    1504633.7992
   -1132915.3295    6092529.3075    1504633.8128
   -1132915.3315    6092529.3037    1504633.8151
   -1132915.3330    6092529.3202    1504633.8259
   -1132915.3305    6092529.3159    1504633.8185
   -1132915.3348    6092529.3196    1504633.8149
   -1132915.3279    6092529.3079    1504633.8114
   -1132915.3392    6092529.3320    1504633.8255
   -1132915.3364    6092529.3356    1504633.8254
   -1132915.3466    6092529.3543    1504633.8350
   -1132915.3468    6092529.3459    1504633.8276
   -1132915.3625    6092529.3481    1504633.8303
   -1132915.3646    6092529.3628    1504633.8318
   -1132915.3614    6092529.3494    1504633.8286
   -1132915.3639    6092529.3482    1504633.8300
   -1132915.3636    6092529.3584    1504633.8400
   -1132915.3685    6092529.3453    1504633.8375
   -1132915.3775    6092529.3585    1504633.8437
   -1132915.3876    6092529.3704    1504633.8514
   -1132915.3927    6092529.3819    1504633.8562
   -1132915.3936    6092529.3590    1504633.8474
   -1132915.3966    6092529.3528    1504633.8422
   -1132915.3968    6092529.3772    1504633.8502
   -1132915.4028    6092529.3877    1504633.8538
   -1132915.4086    6092529.3867    1504633.8539
   -1132915.4188    6092529.4113    1504633.8562
   -1132915.4182    6092529.4008    1504633.8643
   -1132915.4246    6092529.4087    1504633.8693
   -1132915.4290    6092529.4068    1504633.8742
   -1132915.4303    6092529.4154    1504633.8710
   -1132915.4421    6092529.4332    1504633.8712
   -1132915.4313    6092529.4517    1504633.8695
   -1132915.4404    6092529.4389    1504633.8664
   -1132915.4367    6092529.4562    1504633.8748
   -1132915.2212    6092529.1523    1504633.7854
   -1132915.2251    6092529.1527    1504633.7886
   -1132915.2292    6092529.1587    1504633.7841
   -1132915.2290    6092529.1704    1504633.7864
   -1132915.2276    6092529.1586    1504633.7827
   -1132915.2254    6092529.1696    1504633.7864
   -1132915.2248    6092529.1652    1504633.7843
   -1132915.2262    6092529.1884    1504633.7958
   -1132915.2236    6092529.1712    1504633.7874
   -1132915.2283    6092529.1704    1504633.7880
   -1132915.2278    6092529.1729    1504633.7822
   -1132915.2326    6092529.1834    1504633.7895
   -1132915.2361    6092529.1893    1504633.7938
   -1132915.5003    6092529.7847    1504633.6915
   -1132915.4924    6092529.5985    1504633.4467
   -1132915.4319    6092529.4531    1504633.4858
   -1132915.4563    6092529.5010    1504633.4690
   -1132915.4559    6092529.4821    1504633.4700
   -1132915.5126    6092529.6283    1504633.4451
   -1132915.5154    6092529.6401    1504633.4446
   -1132915.5604    6092529.7274    1504633.4374
   -1132915.5654    6092529.7318    1504633.4324
   -1132915.5840    6092529.7740    1504633.4362
   -1132915.5801    6092529.7587    1504633.4282
   -1132915.5853    6092529.7892    1504633.4308
   -1132915.5841    6092529.7768    1504633.4363
   -1132915.5668    6092529.7553    1504633.4370
   -1132915.5532    6092529.7230    1504633.4367
   -1132915.5613    6092529.7523    1504633.4396
   -1132915.5862    6092529.7975    1504633.4426
   -1132915.6291    6092529.9010    1504633.4338
   -1132915.6317    6092529.9035    1504633.4351
   -1132915.6372    6092529.9109    1504633.4285
   -1132915.6392    6092529.9274    1504633.4231
   -1132915.6506    6092529.9188    1504633.4331
   -1132915.6536    6092529.9364    1504633.4290
   -1132915.6574    6092529.9317    1504633.4349
   -1132915.6788    6092529.9626    1504633.4325
   -1132915.6863    6092529.9491    1504633.4357
   -1132915.6866    6092529.9561    1504633.4420
   -1132915.6852    6092529.9658    1504633.4427
   -1132915.7015    6092529.9867    1504633.4413
   -1132915.7155    6092530.0504    1504633.5141
   -1132915.6991    6092529.9718    1504633.4540
   -1132915.6130    6092529.9274    1504633.7198
   -1132915.2586    6092529.1179    1504633.7552
   -1132915.1534    6092528.8464    1504633.7661
   -1132916.1161    6092530.8866    1504633.3109
   -1132915.9157    6092530.4950    1504633.4362
   -1132915.7793    6092530.2633    1504633.5605
   -1132915.9045    6092530.5753    1504633.5472
   -1132915.8458    6092530.4718    1504633.5723
   -1132915.8246    6092530.4557    1504633.5957
   -1132915.8107    6092530.4515    1504633.6001
   -1132915.8436    6092530.5515    1504633.6245
   -1132915.7996    6092530.5075    1504633.6632
   -1132915.8237    6092530.5880    1504633.6675
   -1132915.8406    6092530.6622    1504633.6883
   -1132915.8116    6092530.6367    1504633.7114
   -1132915.7934    6092530.6327    1504633.7116
   -1132915.7817    6092530.6317    1504633.7174
   -1132915.7796    6092530.6424    1504633.7169
   -1132915.8109    6092530.6977    1504633.6932
   -1132915.7905    6092530.6372    1504633.6832
   -1132915.7607    6092530.4130    1504633.4109
   -1132915.7636    6092530.4243    1504633.4146
   -1132915.7680    6092530.4570    1504633.4201
   -1132915.7529    6092530.4541    1504633.4151
   -1132915.7563    6092530.4781    1504633.4150
   -1132915.7658    6092530.5214    1504633.4145
   -1132915.7717    6092530.5548    1504633.4076
   -1132915.7718    6092530.5718    1504633.4162
   -1132915.7651    6092530.5875    1504633.4219
   -1132915.7740    6092530.6421    1504633.4272
   -1132915.7631    6092530.6526    1504633.4340
   -1132915.7723    6092530.6959    1504633.4301
   -1132915.7768    6092530.7365    1504633.4310
   -1132915.8010    6092530.7819    1504633.4234
   -1132915.8057    6092530.8198    1504633.4200
   -1132915.8206    6092530.8711    1504633.4169
   -1132915.8166    6092530.8938    1504633.4157
   -1132915.8075    6092530.9177    1504633.4118
   -1132915.8142    6092530.9685    1504633.4023
   -1132915.8043    6092530.9839    1504633.4007
   -1132915.7968    6092531.0106    1504633.3966
   -1132915.9050    6092531.5562    1504633.4474
   -1132915.8977    6092531.5888    1504633.4467
   -1132915.2348    6092530.0659    1504633.6427
   -1132915.2336    6092530.0954    1504633.6411
   -1132915.9539    6092530.2866    1504633.4590
   -1132915.9491    6092530.2665    1504633.4608
   -1132915.9545    6092530.2613    1504633.4713
   -1132915.9696    6092530.3471    1504633.5945
   -1132915.9769    6092530.3630    1504633.6507
   -1132915.9969    6092530.4251    1504633.7401
   -1132915.9655    6092530.3070    1504633.6392
   -1132915.9602    6092530.3255    1504633.6376
   -1132915.9803    6092530.3772    1504633.6861
   -1132915.9896    6092530.4097    1504633.7029
   -1132915.9881    6092530.4169    1504633.7044
   -1132915.9880    6092530.4092    1504633.7087
   -1132916.0112    6092530.4638    1504633.7801
   -1132916.0087    6092530.4588    1504633.7771
   -1132916.0119    6092530.4889    1504633.7757
   -1132916.0180    6092530.5013    1504633.7946
   -1132916.0342    6092530.5486    1504633.8651
   -1132916.0338    6092530.5593    1504633.8935
   -1132916.0365    6092530.5564    1504633.9032
   -1132916.0331    6092530.5703    1504633.8965
   -1132916.0469    6092530.5850    1504633.9390
   -1132916.0451    6092530.5918    1504633.9575
   -1132916.0507    6092530.5945    1504633.9627
   -1132916.0397    6092530.5760    1504633.9401
   -1132916.0422    6092530.5660    1504633.9348
   -1132916.0437    6092530.5669    1504633.9463
   -1132915.9210    6092530.1238    1504633.4823
   -1132915.9226    6092530.1311    1504633.4921
   -1132915.9204    6092530.1280    1504633.4960
   -1132915.9221    6092530.1293    1504633.4987
   -1132915.9184    6092530.1192    1504633.4931
   -1132915.8858    6092530.1165    1504633.3513
   -1132915.8791    6092530.1127    1504633.3454
   -1132915.8901    6092530.1153    1504633.3403
   -1132915.8899    6092530.1054    1504633.3497
   -1132915.8914    6092530.1075    1504633.3500
   -1132915.8956    6092530.1096    1504633.3578
   -1132915.8950    6092530.1168    1504633.3479
   -1132915.8935    6092530.1045    1504633.3501
   -1132915.8912    6092530.1080    1504633.3436
   -1132915.8981    6092530.0970    1504633.3482
   -1132915.8938    6092530.0937    1504633.3492
   -1132915.8930    6092530.0828    1504633.3521
   -1132915.8943    6092530.0653    1504633.3525
   -1132915.8980    6092530.0616    1504633.3573
   -1132915.9017    6092530.0611    1504633.3498
   -1132915.9130    6092530.0658    1504633.3546
   -1132915.9051    6092530.0551    1504633.3519
   -1132915.9117    6092530.0516    1504633.3546
   -1132915.9095    6092530.0395    1504633.3563
   -1132915.9044    6092530.0387    1504633.3566
   -1132915.9086    6092530.0262    1504633.3548
   -1132915.9071    6092530.0178    1504633.3589
   -1132915.8991    6092530.0173    1504633.3598
   -1132915.8971    6092530.0048    1504633.3473
   -1132915.8960    6092530.0011    1504633.3494
   -1132915.9064    6092530.0027    1504633.3530
   -1132915.9086    6092530.0061    1504633.3504
   -1132915.9054    6092530.0128    1504633.3498
   -1132915.9050    6092530.0009    1504633.3552
   -1132915.8160    6092529.8374    1504633.2018
   -1132915.6922    6092529.6340    1504632.9899
   -1132915.7079    6092529.6576    1504633.0172
   -1132915.7409    6092529.7035    1504633.0717
   -1132915.7575    6092529.7290    1504633.0994
   -1132915.8105    6092529.8320    1504633.1988
   -1132915.8447    6092529.8822    1504633.2652
   -1132915.8267    6092529.8434    1504633.2237
   -1132915.8186    6092529.8383    1504633.2168
   -1132915.8167    6092529.8430    1504633.2135
   -1132915.8213    6092529.8439    1504633.2190
   -1132915.8241    6092529.8446    1504633.2371
   -1132915.7983    6092529.7970    1504633.1947
   -1132915.7954    6092529.7876    1504633.2196
   -1132915.6592    6092529.5000    1504633.2868
   -1132915.6016    6092529.3723    1504633.3068
   -1132915.6035    6092529.3694    1504633.2980
   -1132915.5108    6092529.1642    1504633.3302
   -1132915.3923    6092528.8992    1504633.4207
   -1132915.3463    6092528.7983    1504633.4255
   -1132915.3417    6092528.7904    1504633.4439
   -1132915.3683    6092528.8473    1504633.4828
   -1132915.4084    6092528.9165    1504633.4767
   -1132915.4629    6092529.0299    1504633.4753
   -1132915.5145    6092529.1309    1504633.4781
   -1132915.5103    6092529.1186    1504633.4807
   -1132915.5258    6092529.1472    1504633.4733
   -1132915.5882    6092529.2505    1504633.4599
   -1132915.5747    6092529.2306    1504633.4399
   -1132915.5763    6092529.2379    1504633.4346
   -1132915.6008    6092529.2705    1504633.4273
   -1132915.6058    6092529.2772    1504633.4312
   -1132915.6052    6092529.2715    1504633.4272
   -1132915.5866    6092529.2427    1504633.4350
   -1132915.6044    6092529.2549    1504633.4247
   -1132915.6016    6092529.2463    1504633.4274
   -1132915.6027    6092529.2444    1504633.4188
   -1132915.6042    6092529.2506    1504633.4322
   -1132915.6074    6092529.2400    1504633.4319
   -1132915.6133    6092529.2401    1504633.4297
   -1132915.6192    6092529.2546    1504633.4220
   -1132915.6331    6092529.2603    1504633.4099
   -1132915.6291    6092529.2386    1504633.3926
   -1132915.6193    6092529.2049    1504633.3555
   -1132915.6900    6092529.3780    1504633.5761
   -1132915.7106    6092529.4433    1504633.7018
   -1132915.7220    6092529.4591    1504633.7253
   -1132915.7163    6092529.4236    1504633.6551
   -1132915.7190    6092529.4093    1504633.6239
   -1132915.7114    6092529.3574    1504633.6004
   -1132915.7786    6092529.7176    1504633.8736
   -1132915.8034    6092529.8095    1504633.9573
   -1132915.8052    6092529.8355    1504634.0111
   -1132915.8022    6092529.8337    1504634.0157
   -1132915.8036    6092529.8629    1504634.0546
   -1132915.7715    6092529.7883    1504634.0050
   -1132915.8568    6092529.9526    1504634.1852
   -1132915.9142    6092530.0885    1504634.3541
   -1132915.8998    6092530.0604    1504634.3280
   -1132915.8414    6092529.9347    1504634.2032
   -1132915.8012    6092529.8512    1504634.1166
   -1132915.7700    6092529.7868    1504634.0778
   -1132915.7452    6092529.7343    1504634.0348
   -1132915.7396    6092529.7251    1504634.0331
   -1132915.7197    6092529.6990    1504633.9979
   -1132915.7084    6092529.6724    1504633.9751
   -1132915.6916    6092529.4472    1504633.6838
   -1132915.6796    6092529.4129    1504633.6466
   -1132915.6657    6092529.3653    1504633.5852
   -1132915.6410    6092529.3236    1504633.5389
   -1132915.7293    6092529.4680    1504633.6794
   -1132915.3242    6092528.7676    1504633.0311
   -1132915.5293    6092529.1048    1504633.3731
   -1132915.4318    6092528.9523    1504633.2565
   -1132915.5569    6092529.1686    1504633.4695
   -1132915.5925    6092529.2248    1504633.5361
   -1132915.5984    6092529.2351    1504633.5632
   -1132915.5669    6092529.1744    1504633.5291
   -1132915.5393    6092529.1230    1504633.5071
   -1132915.5740    6092529.1874    1504633.5924
   -1132915.5631    6092529.1824    1504633.5850
   -1132915.5673    6092529.1979    1504633.5930
   -1132915.5669    6092529.1819    1504633.6012
   -1132915.5519    6092529.1640    1504633.5829
   -1132915.5310    6092529.1225    1504633.5485
   -1132915.5368    6092529.1354    1504633.5634
   -1132915.5396    6092529.1387    1504633.5729
   -1132915.5490    6092529.1504    1504633.5995
   -1132915.5459    6092529.1276    1504633.6039
   -1132915.5343    6092529.0930    1504633.6048
   -1132915.5162    6092529.0435    1504633.5591
   -1132915.5629    6092529.2912    1504633.7376
   -1132915.5647    6092529.2845    1504633.7350
   -1132915.5633    6092529.2781    1504633.7426
   -1132915.5622    6092529.2772    1504633.7417
   -1132915.5394    6092529.2556    1504633.7089
   -1132915.5458    6092529.2450    1504633.7166
   -1132915.5554    6092529.2614    1504633.7317
   -1132915.5683    6092529.2596    1504633.7383
   -1132915.5550    6092529.2559    1504633.7309
   -1132915.5533    6092529.2413    1504633.7194
   -1132915.5608    6092529.2551    1504633.7270
   -1132915.5546    6092529.2360    1504633.7145
   -1132915.5538    6092529.2431    1504633.7094
   -1132915.5611    6092529.2703    1504633.7355
   -1132915.5594    6092529.2562    1504633.7435
   -1132915.5601    6092529.2461    1504633.7442
   -1132915.5648    6092529.2584    1504633.7622
   -1132915.5697    6092529.2434    1504633.7683
   -1132915.6088    6092529.2934    1504633.7414
   -1132915.6082    6092529.2617    1504633.7484
   -1132915.7050    6092529.4070    1504633.7195
   -1132915.7279    6092529.4327    1504633.7079
   -1132915.7104    6092529.3967    1504633.7081
   -1132915.6839    6092529.3532    1504633.7254
   -1132915.6731    6092529.3303    1504633.7372
   -1132915.6830    6092529.3475    1504633.7342
   -1132915.5914    6092529.1818    1504633.7618
   -1132915.5968    6092529.1714    1504633.7732
   -1132915.6014    6092529.1608    1504633.7803
   -1132915.6210    6092529.2009    1504633.7773
   -1132915.6352    6092529.2161    1504633.7634
   -1132915.6749    6092529.2623    1504633.7652
   -1132915.6990    6092529.2829    1504633.7755
   -1132915.7001    6092529.2667    1504633.7796
   -1132915.7049    6092529.2762    1504633.7758
   -1132915.7011    6092529.2692    1504633.7723
   -1132915.7047    6092529.2736    1504633.7820
   -1132915.6962    6092529.2600    1504633.7683
   -1132915.7206    6092529.2777    1504633.7543
   -1132915.7263    6092529.2705    1504633.7604
   -1132915.7166    6092529.2522    1504633.7667
   -1132915.6959    6092529.2235    1504633.7700
   -1132915.6816    6092529.1828    1504633.7778
   -1132915.6889    6092529.1776    1504633.7757
   -1132915.6779    6092529.1558    1504633.7741
   -1132915.6607    6092529.1024    1504633.7805
   -1132915.6432    6092529.0491    1504633.7777
   -1132915.6344    6092529.0460    1504633.7695
   -1132915.6296    6092529.0095    1504633.7653
   -1132915.6283    6092528.9909    1504633.7578
   -1132915.6342    6092528.9853    1504633.7553
   -1132915.6407    6092528.9933    1504633.7577
   -1132915.6393    6092528.9664    1504633.7601
   -1132915.6238    6092528.9340    1504633.7652
   -1132915.6154    6092528.8997    1504633.7661
   -1132915.6049    6092528.8625    1504633.7655
   -1132915.6047    6092528.8514    1504633.7672
   -1132915.6013    6092528.8217    1504633.7688
   -1132915.5971    6092528.7781    1504633.7690
   -1132915.6063    6092528.7786    1504633.7818
   -1132915.6075    6092528.7657    1504633.7833
   -1132915.6132    6092528.7396    1504633.7853
   -1132915.6162    6092528.7234    1504633.7888
   -1132915.6135    6092528.6947    1504633.7987
   -1132915.6123    6092528.6658    1504633.7934
   -1132915.6077    6092528.6472    1504633.7965
   -1132915.5710    6092529.3577    1504633.7646
   -1132915.5715    6092529.3385    1504633.7650
   -1132915.5702    6092529.3579    1504633.7686
   -1132915.5739    6092529.3622    1504633.7786
